3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7
2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7
2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0,0,0,707,0,0,0,3,1,4,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,2,11,7,0,0,0,0,0,707,0,0,7
2,0,0,13,0,0,0,0,6,8,5,0,0,0,0,0,0,0,0,7
2,0,0,13,13,0,0,11,0,11,0,11,0,0,0,0,0,0,13,7
2,14,14,0,0,0,0,0,0,0,0,0,0,0,707,0,0,14,14,7
2,14,14,0,0,0,0,13,13,13,13,13,0,0,0,0,0,14,14,7
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
