3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2,14,14,13,13,13,13,14,0,0,0,14,13,13,13,13,13,13,13,7
2,14,14,14,0,0,0,14,0,0,0,14,14,14,0,14,0,0,13,7
2,13,14,0,14,0,14,0,0,0,0,0,14,0,14,0,0,0,13,7
2,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7
2,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,7
2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7
2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,7
2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,7
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
