3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2,0,0,0,0,0,0,0,14,0,0,0,0,14,14,0,0,0,0,7
2,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,7
2,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,7
2,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,7
2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,13,13,13,0,0,0,13,13,0,0,0,0,0,0,7
2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7
2,14,14,0,0,0,0,0,808,0,808,0,0,0,0,0,14,14,0,7
2,14,14,11,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,7
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
