3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,7
2,0,0,505,0,14,14,14,0,0,0,14,14,14,0,0,606,0,0,7
2,0,0,0,0,14,11,0,0,0,0,0,11,14,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,14,11,0,0,0,0,0,11,14,0,0,0,0,0,7
2,0,0,505,0,14,14,14,0,0,0,14,14,14,0,0,606,0,0,7
2,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
