3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7
2,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,7
2,0,0,14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,7
2,0,0,14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,7
2,0,0,14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,7
2,0,0,14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,7
2,0,0,14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,7
2,0,0,14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,7
2,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,7
2,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,7
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
