3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,7
2,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7
2,0,0,100,0,0,0,0,0,0,13,11,0,0,13,13,0,11,0,7
2,0,0,0,0,0,606,0,0,0,15,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,13,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7
2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,13,7
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
